age_range,gender,duration_of_medication,review_date,condition,overall_rating,upvotes,drug_name
,Female,1 to 6 months,7/9/2009,Chronic Trouble Sleeping,5.0,1.0,Desyrel oral
  65-74,Male,10 years or more,6/26/2009,Depression,5.0,7.0,Desyrel oral
  45-54,Male,2 to less than 5 years,4/29/2009,Chronic Trouble Sleeping,3.7,4.0,Desyrel oral
  65-74,Male,less than 1 month,4/11/2009,Chronic Trouble Sleeping,5.0,5.0,Desyrel oral
,Female,less than 1 month,4/2/2009,Chronic Trouble Sleeping,5.0,5.0,Desyrel oral
,Female,10 years or more,3/28/2009,Chronic Trouble Sleeping,5.0,5.0,Desyrel oral
,Male,6 months to less than 1 year,3/25/2009,Depression,3.3,1.0,Desyrel oral
,Female,1 to 6 months,3/24/2009,Chronic Trouble Sleeping,3.3,9.0,Desyrel oral
,Male,1 to 6 months,2/25/2009,Chronic Trouble Sleeping,3.3,2.0,Desyrel oral
,Male,1 to 6 months,1/22/2009,Chronic Trouble Sleeping,3.7,1.0,Desyrel oral
,Male,1 to 6 months,1/9/2009,Depression,3.7,,Desyrel oral
,Male,5 to less than 10 years,12/27/2008,Depression,5.0,3.0,Desyrel oral
,,,11/26/2008,Chronic Trouble Sleeping,1.0,4.0,Desyrel oral
  45-54,Male,1 to 6 months,11/6/2008,Chronic Trouble Sleeping,3.0,1.0,Desyrel oral
  55-64,Female,1 to less than 2 years,10/26/2008,Chronic Trouble Sleeping,4.7,16.0,Desyrel oral
  55-64,Female,less than 1 month,10/16/2008,Chronic Trouble Sleeping,5.0,16.0,Desyrel oral
  55-64,Female,less than 1 month,10/16/2008,Chronic Trouble Sleeping,4.0,6.0,Desyrel oral
  45-54,Female,less than 1 month,10/14/2008,Depression,5.0,4.0,Desyrel oral
,Female,1 to 6 months,10/12/2008,Chronic Trouble Sleeping,4.7,1.0,Desyrel oral
  45-54,Female,1 to 6 months,8/29/2008,Depression,5.0,11.0,Desyrel oral
,,,8/6/2008,Chronic Trouble Sleeping,5.0,4.0,Desyrel oral
  45-54,Female,1 to 6 months,7/31/2008,Chronic Trouble Sleeping,3.3,9.0,Desyrel oral
,Male,less than 1 month,7/27/2008,Chronic Trouble Sleeping,1.3,8.0,Desyrel oral
  25-34,Female,6 months to less than 1 year,7/17/2008,Depression,3.0,5.0,Desyrel oral
,Female,less than 1 month,5/29/2008,Chronic Trouble Sleeping,4.7,12.0,Desyrel oral
  45-54,Female,2 to less than 5 years,3/13/2008,Chronic Trouble Sleeping,5.0,14.0,Desyrel oral
  35-44,Female,10 years or more,2/13/2008,Chronic Trouble Sleeping,5.0,17.0,Desyrel oral
  55-64,Female,2 to less than 5 years,1/11/2008,Chronic Trouble Sleeping,4.3,8.0,Desyrel oral
,Female,less than 1 month,12/26/2007,Chronic Trouble Sleeping,5.0,3.0,Desyrel oral
  45-54,Female,5 to less than 10 years,12/14/2007,Depression,4.3,5.0,Desyrel oral
,Female,10 years or more,12/12/2007,Chronic Trouble Sleeping,5.0,12.0,Desyrel oral
,Female,2 to less than 5 years,10/25/2007,Chronic Trouble Sleeping,5.0,17.0,Desyrel oral
,Female,2 to less than 5 years,10/18/2007,Chronic Trouble Sleeping,4.7,12.0,Desyrel oral
,Male,less than 1 month,10/14/2007,Chronic Trouble Sleeping,3.3,8.0,Desyrel oral
  25-34,Female,1 to 6 months,9/27/2007,Chronic Trouble Sleeping,5.0,22.0,Desyrel oral
  45-54,Female,less than 1 month,1/23/2023,Thrush,5.0,1.0,Diflucan oral
  25-34,Female,less than 1 month,1/4/2023,Candida Species Yeast Infection of Abdominal Cavity Lining,2.3,1.0,Diflucan oral
  45-54,Female,less than 1 month,7/6/2022,Thrush,3.0,1.0,Diflucan oral
  65-74,Female,1 to less than 2 years,6/28/2022,Presence of Candida Species Yeast in the Blood,1.0,1.0,Diflucan oral
  25-34,Female,less than 1 month,12/20/2021,Skin Infection marked by Ulcers - Cutaneous Leishmaniasis,1.0,,Diflucan oral
  45-54,,,3/16/2021,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",4.3,1.0,Diflucan oral
  35-44,,,12/10/2019,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",5.0,2.0,Diflucan oral
  25-34,Female,less than 1 month,8/1/2019,Yeast Infection of Vagina and Vulva,5.0,3.0,Diflucan oral
  13-18,,,3/15/2019,Yeast Infection of Vagina and Vulva,4.0,2.0,Diflucan oral
  35-44,,,10/21/2018,Yeast Infection of Vagina and Vulva,2.7,5.0,Diflucan oral
,Female,,8/6/2018,Yeast Infection of Vagina and Vulva,5.0,3.0,Diflucan oral
,Female,less than 1 month,7/31/2018,Yeast Infection of Vagina and Vulva,1.3,4.0,Diflucan oral
  35-44,,,4/6/2018,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",3.7,3.0,Diflucan oral
  45-54,Female,less than 1 month,3/27/2018,Yeast Infection of Vagina and Vulva,5.0,5.0,Diflucan oral
  25-34,,,12/15/2016,Yeast Infection of Vagina and Vulva,4.7,7.0,Diflucan oral
  25-34,Female,less than 1 month,9/29/2016,Candida Species Yeast Infection of Abdominal Cavity Lining,2.7,1.0,Diflucan oral
  35-44,Female,1 to less than 2 years,9/6/2016,Yeast Infection of Vagina and Vulva,5.0,12.0,Diflucan oral
,Female,less than 1 month,2/27/2016,Candida Species Yeast Infection of Abdominal Cavity Lining,4.0,2.0,Diflucan oral
  35-44,,,1/18/2016,Yeast Infection of Vagina and Vulva,4.0,11.0,Diflucan oral
  35-44,Female,less than 1 month,10/9/2015,Candidiasis Yeast Infection that Spreads Throughout Body,1.7,1.0,Diflucan oral
,Female,less than 1 month,7/25/2015,Treatment for Prevention of Vulvovaginal Yeast Infection,4.7,2.0,Diflucan oral
  55-64,Female,5 to less than 10 years,5/19/2015,Yeast Infection of Vagina and Vulva,1.0,15.0,Diflucan oral
,Female,1 to 6 months,5/18/2015,Presence of Candida Species Yeast in the Blood,2.7,2.0,Diflucan oral
  25-34,Female,less than 1 month,4/11/2015,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",2.7,,Diflucan oral
  45-54,Female,less than 1 month,3/23/2015,Yeast Infection of Vagina and Vulva,4.7,16.0,Diflucan oral
,Female,less than 1 month,2/26/2015,Yeast Infection of Vagina and Vulva,5.0,13.0,Diflucan oral
  45-54,Female,less than 1 month,11/23/2014,Thrush,5.0,6.0,Diflucan oral
  25-34,Female,less than 1 month,10/21/2014,Yeast Infection of Vagina and Vulva,2.3,11.0,Diflucan oral
,Female,5 to less than 10 years,10/6/2014,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",5.0,1.0,Diflucan oral
  55-64,Female,less than 1 month,9/19/2014,Lung Infection caused by Coccidioides Fungus,4.0,,Diflucan oral
,Female,less than 1 month,8/31/2014,Yeast Infection of Vagina and Vulva,2.3,9.0,Diflucan oral
,Female,less than 1 month,8/7/2014,Yeast Infection of Vagina and Vulva,5.0,5.0,Diflucan oral
  19-24,Female,less than 1 month,8/6/2014,Thrush,2.7,1.0,Diflucan oral
  19-24,Female,less than 1 month,6/24/2014,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",2.7,,Diflucan oral
,Female,less than 1 month,4/17/2014,Ringworm of the Body,4.7,2.0,Diflucan oral
  75 or over,Female,less than 1 month,4/17/2014,Yeast Infection of Vagina and Vulva,2.0,10.0,Diflucan oral
  45-54,Female,,4/3/2014,Yeast Infection of Vagina and Vulva,5.0,18.0,Diflucan oral
  75 or over,Female,less than 1 month,4/2/2014,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",1.0,2.0,Diflucan oral
  35-44,Female,less than 1 month,3/4/2014,Yeast Infection of Vagina and Vulva,5.0,10.0,
  35-44,Male,1 to 6 months,2/8/2014,Disease of the Nails caused by Candida Species Fungus,4.3,11.0,
,,,12/23/2013,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",4.7,1.0,
,Female,less than 1 month,12/12/2013,Yeast Infection of Vagina and Vulva,2.3,1.0,
,Male,1 to 6 months,10/28/2013,Ringworm of the Body,1.7,1.0,
,Female,less than 1 month,10/15/2013,Yeast Infection of Vagina and Vulva,5.0,,
  45-54,Female,less than 1 month,9/14/2013,Treatment for Prevention of Vulvovaginal Yeast Infection,5.0,,
  35-44,Female,5 to less than 10 years,9/6/2013,Candidiasis Yeast Infection that Spreads Throughout Body,2.7,8.0,
  45-54,Female,less than 1 month,8/12/2013,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",5.0,2.0,
,Female,less than 1 month,8/3/2013,Yeast Infection of Vagina and Vulva,3.0,8.0,
  25-34,Female,1 to 6 months,7/8/2013,Fungal Infection of the Esophagus,2.3,1.0,
,Female,less than 1 month,6/6/2013,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",3.0,1.0,
,Male,less than 1 month,5/20/2013,Ringworm of Groin Area,3.0,,
,Female,less than 1 month,4/2/2013,Fungal Infection of the Skin with Yellow Patches,5.0,,
,,,3/14/2013,Yeast Infection of Vagina and Vulva,1.7,9.0,
  7-12,Female,10 years or more,12/15/2012,Presumed Infection in Neutropenic Patient With Fever,4.3,,
,,,12/10/2012,Yeast Infection of Vagina and Vulva,2.3,9.0,
,Female,less than 1 month,12/7/2012,Yeast Infection of Vagina and Vulva,3.0,9.0,
  19-24,Female,less than 1 month,11/14/2012,Candidiasis Yeast Infection that Spreads Throughout Body,1.3,1.0,
,Female,less than 1 month,1/27/2011,Yeast Infection of Vagina and Vulva,4.7,13.0,
  25-34,Female,6 months to less than 1 year,1/13/2011,Yeast Infection of Vagina and Vulva,4.7,3.0,
,Female,less than 1 month,1/9/2011,Yeast Infection of Vagina and Vulva,3.0,,
  25-34,Female,less than 1 month,1/5/2011,Yeast Infection of Vagina and Vulva,5.0,7.0,
,Female,less than 1 month,12/3/2010,Yeast Infection of Vagina and Vulva,4.7,12.0,
,Female,5 to less than 10 years,11/15/2010,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",3.3,1.0,
  25-34,Female,less than 1 month,11/8/2010,Yeast Infection of Vagina and Vulva,2.3,7.0,
  55-64,Female,less than 1 month,10/18/2010,Yeast Infection of Vagina and Vulva,5.0,8.0,
  45-54,Female,1 to 6 months,10/9/2010,Fungal Infection of the Skin with Yellow Patches,2.7,1.0,
  35-44,,,9/28/2010,Yeast Infection of Vagina and Vulva,1.0,20.0,
  55-64,,,9/4/2010,Thrush,3.7,5.0,
  45-54,Female,less than 1 month,8/28/2010,Yeast Infection of Vagina and Vulva,3.3,4.0,
  35-44,Female,2 to less than 5 years,8/19/2010,Yeast Infection of Vagina and Vulva,5.0,9.0,
,Female,less than 1 month,7/31/2010,Lung Infection caused by Coccidioides Fungus,3.3,1.0,
,Female,less than 1 month,7/31/2010,Yeast Infection of Vagina and Vulva,5.0,,
  65-74,Female,1 to 6 months,7/19/2010,Disease of the Nails caused by Trichophyton Fungus,2.3,,
  45-54,Female,1 to 6 months,6/23/2010,Thrush,4.7,10.0,
  45-54,Male,1 to 6 months,6/2/2010,Lung Infection caused by Coccidioides Fungus,2.0,,
  35-44,Female,less than 1 month,5/20/2010,Yeast Infection of Vagina and Vulva,5.0,4.0,
  7-12,Female,less than 1 month,5/13/2010,Lung Infection caused by Coccidioides Fungus,1.0,2.0,
  55-64,Female,less than 1 month,4/16/2010,Fungal Infection of the Esophagus,1.0,,Diflucan oral
  45-54,Female,less than 1 month,4/15/2010,Candidiasis Yeast Infection that Spreads Throughout Body,4.3,,Diflucan oral
  25-34,Female,less than 1 month,3/29/2010,Candidiasis Yeast Infection that Spreads Throughout Body,1.3,,Diflucan oral
  25-34,Female,less than 1 month,3/24/2010,Yeast Infection of Vagina and Vulva,4.0,26.0,Diflucan oral
,Female,less than 1 month,3/9/2010,Yeast Infection of Vagina and Vulva,2.7,5.0,Diflucan oral
  65-74,Female,1 to 6 months,3/8/2010,Lung Infection caused by Coccidioides Fungus,4.0,3.0,Diflucan oral
  55-64,Female,less than 1 month,3/4/2010,Yeast Infection of Vagina and Vulva,3.7,9.0,Diflucan oral
  45-54,Female,less than 1 month,2/24/2010,Yeast Infection of Vagina and Vulva,5.0,9.0,Diflucan oral
  55-64,Female,6 months to less than 1 year,2/20/2010,Thrush,5.0,9.0,Diflucan oral
  55-64,Female,less than 1 month,2/10/2010,Yeast Infection of Vagina and Vulva,1.3,6.0,Diflucan oral
  35-44,Female,1 to 6 months,1/27/2010,Yeast Infection of Vagina and Vulva,4.7,16.0,Diflucan oral
,Female,less than 1 month,1/17/2010,Yeast Infection of Vagina and Vulva,4.3,2.0,Diflucan oral
  35-44,Female,less than 1 month,1/13/2010,Yeast Infection of Vagina and Vulva,4.3,17.0,Diflucan oral
,Female,less than 1 month,12/27/2009,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",1.0,2.0,Diflucan oral
  45-54,Female,5 to less than 10 years,12/14/2009,Thrush,5.0,7.0,Diflucan oral
  45-54,Female,less than 1 month,11/24/2009,"Candida Fungus Infection of Mouth, Skin, Nails or Vagina",1.0,3.0,Diflucan oral
  35-44,Female,less than 1 month,11/10/2009,Yeast Infection of Vagina and Vulva,4.0,14.0,Diflucan oral
  25-34,Female,,11/9/2009,Yeast Infection of Vagina and Vulva,5.0,8.0,Diflucan oral
,Female,,11/7/2009,Yeast Infection of Vagina and Vulva,4.0,9.0,Diflucan oral
,Female,less than 1 month,11/6/2009,Yeast Infection of Vagina and Vulva,3.0,,Diflucan oral
  55-64,Male,1 to less than 2 years,6/15/2022,Inability to have an Erection,5.0,1.0,Levitra oral
,,,8/19/2019,Inability to have an Erection,5.0,10.0,Levitra oral
  65-74,,,6/13/2017,Inability to have an Erection,5.0,10.0,Levitra oral
  65-74,,,2/3/2017,Inability to have an Erection,5.0,12.0,Levitra oral
  65-74,Male,1 to 6 months,9/6/2016,Inability to have an Erection,2.0,4.0,Levitra oral
  45-54,,,6/20/2016,Inability to have an Erection,1.0,8.0,Levitra oral
  45-54,,,3/31/2016,Inability to have an Erection,5.0,13.0,Levitra oral
,Male,1 to 6 months,3/23/2016,Inability to have an Erection,3.7,9.0,Levitra oral
,,,1/12/2016,Inability to have an Erection,5.0,15.0,Levitra oral
  35-44,,,1/7/2016,Inability to have an Erection,5.0,11.0,Levitra oral
  65-74,Male,2 to less than 5 years,12/22/2014,Inability to have an Erection,5.0,12.0,Levitra oral
  45-54,Male,6 months to less than 1 year,7/3/2014,Inability to have an Erection,4.0,23.0,Levitra oral
,Male,1 to 6 months,4/19/2014,Inability to have an Erection,3.7,10.0,Levitra oral
  75 or over,Male,10 years or more,11/18/2013,Inability to have an Erection,3.7,3.0,Levitra oral
  55-64,Male,2 to less than 5 years,11/5/2013,Inability to have an Erection,4.3,4.0,Levitra oral
  75 or over,Male,2 to less than 5 years,9/14/2013,Inability to have an Erection,5.0,22.0,Levitra oral
,,,8/19/2013,Inability to have an Erection,2.3,10.0,Levitra oral
  65-74,Male,less than 1 month,7/29/2013,Inability to have an Erection,2.3,5.0,Levitra oral
  65-74,Male,1 to less than 2 years,6/12/2013,Inability to have an Erection,5.0,6.0,Levitra oral
  45-54,Male,1 to 6 months,5/24/2013,Inability to have an Erection,4.0,2.0,Levitra oral
  55-64,Male,5 to less than 10 years,5/14/2013,Inability to have an Erection,4.7,2.0,Levitra oral
  55-64,Male,less than 1 month,2/25/2013,Inability to have an Erection,4.3,27.0,Levitra oral
  45-54,Male,less than 1 month,1/4/2013,Inability to have an Erection,5.0,26.0,Levitra oral
  65-74,Male,1 to less than 2 years,12/8/2012,Inability to have an Erection,2.0,7.0,Levitra oral
  55-64,Male,2 to less than 5 years,12/2/2012,Inability to have an Erection,4.3,5.0,Levitra oral
,Male,less than 1 month,10/4/2012,Inability to have an Erection,2.0,2.0,Levitra oral
,Male,,8/21/2012,Inability to have an Erection,3.7,12.0,Levitra oral
,Male,less than 1 month,6/26/2012,Inability to have an Erection,2.3,6.0,Levitra oral
  55-64,Male,2 to less than 5 years,5/19/2012,Inability to have an Erection,4.7,19.0,Levitra oral
  45-54,Male,less than 1 month,4/22/2012,Inability to have an Erection,3.0,7.0,Levitra oral
  65-74,Male,1 to 6 months,11/4/2011,Inability to have an Erection,3.3,8.0,Levitra oral
  45-54,Male,,10/28/2011,Inability to have an Erection,1.0,8.0,Levitra oral
,Male,2 to less than 5 years,10/14/2011,Inability to have an Erection,4.3,5.0,Levitra oral
  55-64,Male,less than 1 month,10/10/2011,Inability to have an Erection,4.0,4.0,Levitra oral
,Male,6 months to less than 1 year,8/24/2011,Inability to have an Erection,3.0,7.0,Levitra oral
  55-64,Male,5 to less than 10 years,8/19/2011,Inability to have an Erection,5.0,12.0,Levitra oral
  65-74,Male,2 to less than 5 years,8/9/2011,Inability to have an Erection,4.0,8.0,Levitra oral
  65-74,Male,less than 1 month,7/17/2011,Inability to have an Erection,1.0,1.0,Levitra oral
  55-64,Male,5 to less than 10 years,7/17/2011,Inability to have an Erection,4.0,11.0,Levitra oral
  65-74,Male,1 to 6 months,6/20/2011,Inability to have an Erection,4.7,11.0,Levitra oral
,Male,1 to 6 months,6/10/2011,Inability to have an Erection,3.3,4.0,Levitra oral
,Male,less than 1 month,5/29/2011,Inability to have an Erection,4.7,13.0,Levitra oral
  65-74,Male,6 months to less than 1 year,5/28/2011,Inability to have an Erection,4.3,13.0,Levitra oral
,Male,1 to less than 2 years,5/26/2011,Inability to have an Erection,5.0,25.0,Levitra oral
,Male,less than 1 month,4/22/2011,Inability to have an Erection,5.0,26.0,Levitra oral
  55-64,Male,2 to less than 5 years,4/1/2011,Inability to have an Erection,5.0,21.0,Levitra oral
,Male,2 to less than 5 years,3/30/2011,Inability to have an Erection,5.0,14.0,Levitra oral
  35-44,Male,less than 1 month,3/21/2011,Inability to have an Erection,5.0,16.0,Levitra oral
  45-54,Male,less than 1 month,2/22/2011,Inability to have an Erection,4.7,9.0,Levitra oral
  55-64,Male,1 to less than 2 years,2/22/2011,Inability to have an Erection,4.0,6.0,Levitra oral
  55-64,Male,less than 1 month,2/14/2011,Inability to have an Erection,5.0,14.0,Levitra oral
  65-74,Male,,2/2/2011,Inability to have an Erection,4.0,13.0,Levitra oral
,Male,less than 1 month,1/14/2011,Inability to have an Erection,5.0,18.0,Levitra oral
  35-44,Male,less than 1 month,1/9/2011,Inability to have an Erection,4.3,13.0,Levitra oral
  35-44,Male,1 to less than 2 years,12/28/2010,Inability to have an Erection,4.3,11.0,Levitra oral
  55-64,Male,less than 1 month,12/6/2010,Inability to have an Erection,5.0,15.0,Levitra oral
  35-44,Male,less than 1 month,11/29/2010,Inability to have an Erection,3.0,4.0,Levitra oral
  55-64,Male,2 to less than 5 years,11/6/2010,Inability to have an Erection,4.3,13.0,Levitra oral
,Male,less than 1 month,10/28/2010,Inability to have an Erection,4.3,1.0,Levitra oral
  65-74,Male,less than 1 month,10/16/2010,Inability to have an Erection,3.0,2.0,Levitra oral
  65-74,Male,1 to 6 months,8/5/2010,Inability to have an Erection,5.0,22.0,Levitra oral
  65-74,Male,,7/25/2010,Inability to have an Erection,1.0,3.0,Levitra oral
  55-64,Male,1 to less than 2 years,7/23/2010,Inability to have an Erection,5.0,26.0,Levitra oral
,Male,less than 1 month,7/3/2010,Inability to have an Erection,4.0,22.0,Levitra oral
,Male,less than 1 month,6/29/2010,Inability to have an Erection,2.0,6.0,Levitra oral
  55-64,Male,less than 1 month,6/28/2010,Inability to have an Erection,4.0,2.0,Levitra oral
  55-64,Male,1 to 6 months,6/18/2010,Inability to have an Erection,2.3,6.0,Levitra oral
,Male,less than 1 month,6/12/2010,Inability to have an Erection,5.0,10.0,Levitra oral
  35-44,Male,less than 1 month,6/3/2010,Inability to have an Erection,5.0,24.0,Levitra oral
  35-44,Male,1 to less than 2 years,5/26/2010,Inability to have an Erection,4.7,16.0,Levitra oral
  55-64,Male,less than 1 month,5/22/2010,Inability to have an Erection,2.3,10.0,Levitra oral
,Male,1 to 6 months,5/20/2010,Inability to have an Erection,5.0,16.0,Levitra oral
  45-54,Male,1 to less than 2 years,5/19/2010,Inability to have an Erection,4.3,12.0,Levitra oral
  55-64,Male,1 to 6 months,5/18/2010,Inability to have an Erection,5.0,14.0,Levitra oral
  45-54,Male,2 to less than 5 years,4/27/2010,Inability to have an Erection,4.0,25.0,Levitra oral
  35-44,Male,1 to 6 months,3/25/2010,Inability to have an Erection,4.7,21.0,Levitra oral
,Male,1 to less than 2 years,3/24/2010,Inability to have an Erection,4.3,15.0,Levitra oral
  75 or over,Male,less than 1 month,3/21/2010,Inability to have an Erection,2.7,4.0,Levitra oral
  55-64,Male,less than 1 month,2/28/2010,Inability to have an Erection,2.0,7.0,Levitra oral
,Male,less than 1 month,2/22/2010,Inability to have an Erection,5.0,21.0,Levitra oral
  35-44,Male,1 to 6 months,2/18/2010,Inability to have an Erection,5.0,14.0,Levitra oral
,Male,1 to 6 months,2/11/2010,Inability to have an Erection,4.7,31.0,Levitra oral
  35-44,Male,2 to less than 5 years,2/3/2010,Inability to have an Erection,5.0,25.0,Levitra oral
  65-74,Male,less than 1 month,1/23/2010,Inability to have an Erection,3.3,7.0,Levitra oral
